RevolvingUtilizationOfUnsecuredLines,Age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,label
-0.036789711530346145,2.5345133614247084,-0.1552188012563606,-0.07176095176479769,-0.24376556163196247,-0.6435365840283119,-0.12217908125086364,-0.7869179397051806,-0.10501484716719417,-0.7826110229255604,1
-0.03619449543581208,0.5345533410668146,0.24985086524272798,-0.06975391603429838,-0.20309093366119715,1.4125806334251028,-0.12217908125086364,1.4988182807180195,-0.10501484716719417,-0.7826110229255604,0
-0.02660126027953719,0.17741762314576212,-0.020195579089997737,-0.07068851661682073,-0.5112899603658552,-1.017376078110751,-0.12217908125086364,-0.7869179397051806,-0.10501484716719417,-0.7826110229255604,0
-0.03649920384589339,-0.17971809477529033,-0.1552188012563606,-0.07084691561962915,0.46913236417779336,0.10414240413656617,-0.12217908125086364,-0.025005866230780664,-0.10501484716719417,0.056945220426937324,1
-0.036569794547082445,0.3916990538983936,-0.020195579089997737,-0.07032782016782378,2.527841806067234,1.2256608863838834,-0.12217908125086364,3.784554501141219,-0.10501484716719417,-0.7826110229255604,1
-0.03626964325725542,2.2488047870878662,-0.1552188012563606,-0.07090327901270797,-0.3611487161784664,-0.45661683698709243,-0.12217908125086364,0.7369062072436193,-0.10501484716719417,-0.7826110229255604,1
-0.03296668705116432,-0.3225723819437113,-0.1552188012563606,-0.07036195021556638,-0.3611487161784664,-0.45661683698709243,-0.12217908125086364,-0.7869179397051806,-0.10501484716719417,0.8965014637794352,0
-0.03684112721492309,-0.03686380760686935,-0.1552188012563606,-0.07146447989345132,0.5186789747596317,-0.6435365840283119,-0.12217908125086364,-0.025005866230780664,-0.10501484716719417,1.7360577071319327,1
-0.025987482518767778,-0.8939895306173953,-0.1552188012563606,-0.07169148197632201,-0.30709786827100644,-1.39121557219319,0.28312959455646275,-0.7869179397051806,0.030597680379410783,0.056945220426937324,1
-0.028896621112302446,-0.03686380760686935,-0.1552188012563606,-0.07052444745531752,-0.2582337178900199,-0.2696970899458729,0.6884382703637891,-0.7869179397051806,-0.10501484716719417,-0.7826110229255604,1
-0.030092409108856983,-0.17971809477529033,0.5198973095754538,-0.07058688872046337,-0.3156968668017387,-0.45661683698709243,0.1480267026206873,0.7369062072436193,-0.10501484716719417,0.8965014637794352,0
-0.0317062072664884,-1.4654066792910792,-0.1552188012563606,-0.0711739264087842,-0.37261404755277605,1.5995003804663224,-0.12217908125086364,-0.7869179397051806,-0.10501484716719417,-0.7826110229255604,0
-0.030725862228455383,-0.6797080998647638,0.24985086524272798,-0.07118616312492593,-0.4293947362636431,-0.45661683698709243,-0.12217908125086364,-0.7869179397051806,0.16621020792601574,0.056945220426937324,0
-0.029980202783769196,1.1059704897404985,-0.1552188012563606,-0.06965145427450252,-0.0036760629723108303,1.4125806334251028,-0.12217908125086364,2.260730354192419,-0.10501484716719417,-0.7826110229255604,1
-0.036755397023720895,1.177397633324709,-0.1552188012563606,-0.07175643891465769,-0.4293947362636431,-0.2696970899458729,-0.12217908125086364,-0.7869179397051806,-0.10501484716719417,-0.7826110229255604,1
-0.03492982104265099,0.10599047956155164,-0.1552188012563606,-0.07051170402988613,2.368692087228602,2.53409911567242,-0.12217908125086364,2.260730354192419,-0.10501484716719417,0.8965014637794352,0
-0.036398142359049805,0.6774076282352356,-0.1552188012563606,-0.07119343046656619,0.07098508300087249,0.4779818982190052,-0.12217908125086364,0.7369062072436193,-0.10501484716719417,1.7360577071319327,1
-0.025987482518767778,-1.5368338228752898,-0.1552188012563606,-0.0712715120562113,-0.54404805000674,-1.39121557219319,-0.12217908125086364,-0.7869179397051806,0.030597680379410783,-0.7826110229255604,0
-0.03676868200554758,1.6773876384141824,-0.1552188012563606,-0.07115796628794079,-0.21250888443295154,-0.2696970899458729,-0.12217908125086364,-0.025005866230780664,-0.10501484716719417,-0.7826110229255604,1
-0.036185724018559164,0.03456333597734114,-0.020195579089997737,-0.0710968734565028,0.1848194445029472,-0.08277734290465337,-0.12217908125086364,-0.025005866230780664,-0.10501484716719417,0.8965014637794352,1
-0.036492316784352836,1.748814781998393,-0.1552188012563606,-0.07159588782026875,0.2530654645881239,1.5995003804663224,-0.12217908125086364,-0.025005866230780664,-0.10501484716719417,0.056945220426937324,1
-0.03643475177139274,-0.10829095119107984,-0.1552188012563606,-0.07091423623011855,-0.0008097301287334086,3.094858356796079,-0.12217908125086364,1.4988182807180195,-0.10501484716719417,0.056945220426937324,1
-0.030038883128223445,-1.1796981049542372,-0.1552188012563606,-0.07124353906582016,-0.2845766816428981,-0.6435365840283119,-0.12217908125086364,-0.7869179397051806,-0.10501484716719417,2.5756139504844304,0
-0.025425810853837123,-1.3939795357068687,0.38487408740909085,-0.06902024657292001,-0.3611487161784664,0.4779818982190052,0.1480267026206873,-0.025005866230780664,-0.10501484716719417,0.056945220426937324,0
-0.033890902384062685,-1.6796881100437107,-0.020195579089997737,-0.07173034076340216,-0.5658867764339965,-1.39121557219319,0.012923810684911824,-0.7869179397051806,0.030597680379410783,-0.7826110229255604,0
-0.035775372526408736,-0.10829095119107984,-0.1552188012563606,5.814175957520665,-0.838734364734533,0.10414240413656617,-0.12217908125086364,0.7369062072436193,-0.10501484716719417,1.7360577071319327,1
-0.03279219685183272,-1.5368338228752898,-0.1552188012563606,-0.07115196667314683,-0.45218890697209213,-0.6435365840283119,-0.12217908125086364,-0.7869179397051806,-0.10501484716719417,-0.7826110229255604,1
-0.03683817616290332,1.463106207661551,-0.1552188012563606,-0.07151314570615004,-0.4883592976172358,-0.6435365840283119,-0.12217908125086364,-0.7869179397051806,-0.10501484716719417,-0.7826110229255604,1
-0.02827928711107814,0.03456333597734114,0.24985086524272798,-0.07127104055712039,-0.340128941992232,-0.8304563310695314,0.012923810684911824,-0.7869179397051806,-0.10501484716719417,-0.7826110229255604,0
-0.034995402873141034,-1.1796981049542372,-0.1552188012563606,-0.07018223716816951,-0.270245017425011,-0.08277734290465337,-0.12217908125086364,0.7369062072436193,-0.10501484716719417,0.056945220426937324,1
-0.026943706360147725,-0.5368538126963428,-0.020195579089997737,-0.07126413814089819,-0.43621933827216075,-0.6435365840283119,0.1480267026206873,-0.025005866230780664,0.16621020792601574,2.5756139504844304,0
-0.025987482518767778,-0.5368538126963428,-0.1552188012563606,-0.0717664789826196,-0.3413573703537651,-1.5781353192344096,-0.12217908125086364,-0.7869179397051806,-0.10501484716719417,0.056945220426937324,0
-0.03589151301589753,-1.0368438177858164,-0.1552188012563606,-0.07062756003131622,-0.4407235755977824,-0.08277734290465337,-0.12217908125086364,-0.025005866230780664,-0.10501484716719417,-0.7826110229255604,1
-0.036639386582615854,1.177397633324709,-0.1552188012563606,-0.07028794573855254,0.0135219340891537,0.6649016452602248,-0.12217908125086364,-0.025005866230780664,-0.10501484716719417,-0.7826110229255604,1
-0.026347925431033547,0.3202719103141831,0.11482764307636513,-0.069135023224779,-0.2666962243805818,1.0387411393426638,-0.12217908125086364,-0.025005866230780664,-0.10501484716719417,0.056945220426937324,0
-0.03641943795012106,-0.4654266691121323,-0.1552188012563606,-0.07076377497583543,0.416855912792548,0.8518213923014443,-0.12217908125086364,-0.025005866230780664,-0.10501484716719417,1.7360577071319327,1
-0.03384264391650713,1.6773876384141824,-0.1552188012563606,-0.07076548265842407,-0.6750804085702792,-0.6435365840283119,-0.12217908125086364,-0.7869179397051806,-0.10501484716719417,-0.7826110229255604,1
-0.03380130852288883,0.5345533410668146,-0.1552188012563606,-0.0701594126675192,0.7580860132184315,-0.08277734290465337,-0.12217908125086364,0.7369062072436193,-0.10501484716719417,1.7360577071319327,1
-0.03105922006303899,0.8916890589878671,-0.020195579089997737,-0.07064005691304359,0.1558831319868323,-0.08277734290465337,-0.12217908125086364,-0.025005866230780664,-0.10501484716719417,-0.7826110229255604,0
